全国地方公共団体コード,ID,都道府県名,市区町村名,種別,所在地_全国地方公共団体コード,所在地_連結標記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,口径,備考
173843,MM0000000001,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町阿川ア34,石川県,志賀町,阿川ア,34,,37.175337872921936,136.77927648915164,65.0,
173843,MM0000000002,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町阿川ア38,石川県,志賀町,阿川ア,38,,37.17636858626518,136.77787514508356,65.0,
173843,MM0000000003,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町安津見１８98付近,石川県,志賀町,安津見１８,98付近,,37.019157460885886,136.82712930111293,65.0,
173843,MM0000000004,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町安津見３８14-1付近,石川県,志賀町,安津見３８,14-1付近,,37.02066335041359,136.82588825472342,65.0,
173843,MM0000000005,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町安津見４０18-5,石川県,志賀町,安津見４０,18-5,,37.01812886385135,136.8224856958774,65.0,
173843,MM0000000006,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町安津見４０1付近,石川県,志賀町,安津見４０,1付近,,37.016629126992655,136.82110918696688,65.0,
173843,MM0000000007,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町安津見４０7付近,石川県,志賀町,安津見４０,7付近,,37.01727799071231,136.82152554933165,65.0,
173843,MM0000000008,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町安津見４０30付近,石川県,志賀町,安津見４０,30付近,,37.0187124100953,136.82334447809657,65.0,
173843,MM0000000009,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町安津見４１49-5付近,石川県,志賀町,安津見４１,49-5付近,,37.01786410444028,136.8219169625609,65.0,
173843,MM0000000010,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町安津見４４1-3付近,石川県,志賀町,安津見４４,1-3付近,,37.01572408554074,136.81971293116618,65.0,
173843,MM0000000011,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町安津見４６10-2付近,石川県,志賀町,安津見４６,10-2付近,,37.013616656761855,136.81661820845227,65.0,
173843,MM0000000012,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町安津見４６17付近,石川県,志賀町,安津見４６,17付近,,37.013818010863126,136.81693072837814,65.0,
173843,MM0000000013,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町安津見４６19付近,石川県,志賀町,安津見４６,19付近,,37.01397932113534,136.81716934649845,65.0,
173843,MM0000000014,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町安津見４７111-3付近,石川県,志賀町,安津見４７,111-3付近,,37.0123073081996,136.81562121442207,65.0,
173843,MM0000000015,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町安津見５６40付近,石川県,志賀町,安津見５６,40付近,,37.01857835082585,136.81413903917831,65.0,
173843,MM0000000016,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町安津見６７67-1付近,石川県,志賀町,安津見６７,67-1付近,,37.01939915307464,136.8141857274666,65.0,
173843,MM0000000017,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町安津見７71-2付近,石川県,志賀町,安津見７,71-2付近,,37.01477671641927,136.82109414829733,65.0,
173843,MM0000000018,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町安津見７４17付近,石川県,志賀町,安津見７４,17付近,,37.01758683386781,136.81135262448092,65.0,
173843,MM0000000019,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町安津見７４12付近,石川県,志賀町,安津見７４,12付近,,37.016881755857945,136.81136160655805,65.0,
173843,MM0000000020,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町安津見８８1-2,石川県,志賀町,安津見８８,1-2,,37.00537382778949,136.80429807090587,65.0,
173843,MM0000000021,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町安津見り15-2付近,石川県,志賀町,安津見り,15-2付近,,37.0196891688609,136.82631110510513,65.0,
173843,MM0000000022,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町安津見己1-2付近,石川県,志賀町,安津見己,1-2付近,,37.01723598981992,136.81302493534477,65.0,
173843,MM0000000023,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町安部屋189,石川県,志賀町,安部屋,189,,37.01231592134306,136.7564235161082,65.0,
173843,MM0000000024,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町安部屋189,石川県,志賀町,安部屋,189,,37.010757343594754,136.75449106782028,65.0,
173843,MM0000000025,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町安部屋イ133-2,石川県,志賀町,安部屋イ,133-2,,37.0078255694007,136.7558916366855,65.0,
173843,MM0000000026,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町安部屋イ145-2付近,石川県,志賀町,安部屋イ,145-2付近,,37.00847053904307,136.75492917963186,65.0,
173843,MM0000000027,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町安部屋イ19-1付近,石川県,志賀町,安部屋イ,19-1付近,,37.00766080865611,136.7582826373423,65.0,
173843,MM0000000028,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町安部屋イ21付近,石川県,志賀町,安部屋イ,21付近,,37.00783730913186,136.7574000515667,65.0,
173843,MM0000000029,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町安部屋イ53付近,石川県,志賀町,安部屋イ,53付近,,37.008685179232366,136.75658142334615,65.0,
173843,MM0000000030,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町安部屋ハ103付近,石川県,志賀町,安部屋ハ,103付近,,37.00956667378118,136.75567060349258,65.0,
173843,MM0000000031,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町安部屋ロ117付近,石川県,志賀町,安部屋ロ,117付近,,37.007198712031645,136.75492138613552,65.0,
173843,MM0000000032,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町安部屋ワ12-2,石川県,志賀町,安部屋ワ,12-2,,37.01372707395808,136.75640698443664,65.0,
173843,MM0000000033,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町安部屋甲410,石川県,志賀町,安部屋甲,410,,37.01505291305219,136.75759990601352,65.0,
173843,MM0000000034,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町安部屋甲441,石川県,志賀町,安部屋甲,441,,37.01609681558396,136.75739809756786,65.0,
173843,MM0000000035,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町安部屋寅1-1付近,石川県,志賀町,安部屋寅,1-1付近,,37.009676588353834,136.75348091565868,65.0,
173843,MM0000000036,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町稲敷イ226,石川県,志賀町,稲敷イ,226,,37.165779471904656,136.71062239868405,65.0,
173843,MM0000000037,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町稲敷ラ126,石川県,志賀町,稲敷ラ,126,,37.16713077176017,136.709435182944,65.0,
173843,MM0000000038,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町稲敷ラ126,石川県,志賀町,稲敷ラ,126,,37.16569754027482,136.7093847054744,65.0,
173843,MM0000000039,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町稲敷リ37,石川県,志賀町,稲敷リ,37,,37.167244236036936,136.71203309397586,65.0,
173843,MM0000000040,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町印内ニ24付近,石川県,志賀町,印内ニ,24付近,,37.061613874007406,136.81838270207936,65.0,
173843,MM0000000041,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町印内ヘ20付近,石川県,志賀町,印内ヘ,20付近,,37.06226349410012,136.81639197122675,65.0,
173843,MM0000000042,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町印内ホ8付近,石川県,志賀町,印内ホ,8付近,,37.06193033704649,136.81765539987992,65.0,
173843,MM0000000043,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町印内子5-6付近,石川県,志賀町,印内子,5-6付近,,37.06157332597505,136.81636337296106,65.0,
173843,MM0000000044,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町火打谷２1-2,石川県,志賀町,火打谷２,1-2,,37.03914146058184,136.8052555017157,65.0,
173843,MM0000000045,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町火打谷２14-2,石川県,志賀町,火打谷２,14-2,,37.03874216793777,136.80757950551603,65.0,
173843,MM0000000046,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町火打谷２34-2付近,石川県,志賀町,火打谷２,34-2付近,,37.03750250445619,136.8076583537889,65.0,
173843,MM0000000047,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町火打谷４39-1付近,石川県,志賀町,火打谷４,39-1付近,,37.02632440509471,136.80567838032457,65.0,
173843,MM0000000048,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町火打谷い82,石川県,志賀町,火打谷い,82,,37.028426198488006,136.80070337848866,65.0,
173843,MM0000000049,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町火打谷い102付近,石川県,志賀町,火打谷い,102付近,,37.02635655914556,136.80466038780696,65.0,
173843,MM0000000050,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町火打谷い102付近,石川県,志賀町,火打谷い,102付近,,37.025830554876656,136.8038746737242,65.0,
173843,MM0000000051,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町火打谷コ25-1付近,石川県,志賀町,火打谷コ,25-1付近,,37.026894294449754,136.80673017365768,65.0,
173843,MM0000000052,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町火打谷テ50-2,石川県,志賀町,火打谷テ,50-2,,37.024798162588574,136.80359622223875,65.0,
173843,MM0000000053,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町火打谷ナ7付近,石川県,志賀町,火打谷ナ,7付近,,37.03496135286815,136.80828459250642,65.0,
173843,MM0000000054,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町火打谷ナ23-3付近,石川県,志賀町,火打谷ナ,23-3付近,,37.036002468780765,136.8086237661641,65.0,
173843,MM0000000055,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町火打谷フ32-2,石川県,志賀町,火打谷フ,32-2,,37.02719449964166,136.8077694086736,65.0,
173843,MM0000000056,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町火打谷フ30-2付近,石川県,志賀町,火打谷フ,30-2付近,,37.02711959745779,136.80739682060022,65.0,
173843,MM0000000057,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町火打谷ラ85-1,石川県,志賀町,火打谷ラ,85-1,,37.03430961149798,136.81035032893067,65.0,
173843,MM0000000058,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町火打谷ラ108-2付近,石川県,志賀町,火打谷ラ,108-2付近,,37.03497573927774,136.8097094437653,65.0,
173843,MM0000000059,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町火打谷ル6付近,石川県,志賀町,火打谷ル,6付近,,37.04164938807567,136.80764973867016,65.0,
173843,MM0000000060,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町火打谷ル37付近,石川県,志賀町,火打谷ル,37付近,,37.04012174077472,136.80660453555038,65.0,
173843,MM0000000061,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町火打谷ワ81付近,石川県,志賀町,火打谷ワ,81付近,,37.03694027612483,136.80839277998197,65.0,
173843,MM0000000062,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町火打谷ヲ24-3,石川県,志賀町,火打谷ヲ,24-3,,37.03822554034917,136.80648760783583,65.0,
173843,MM0000000063,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町火打谷ヲ13付近,石川県,志賀町,火打谷ヲ,13付近,,37.038603004161736,136.8045128312245,65.0,
173843,MM0000000064,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町貝田チ29-2,石川県,志賀町,貝田チ,29-2,,37.15007302681755,136.7508712503178,65.0,
173843,MM0000000065,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町貝田ワ151,石川県,志賀町,貝田ワ,151,,37.15310563652911,136.74815184698514,65.0,
173843,MM0000000066,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町貝田ワ151,石川県,志賀町,貝田ワ,151,,37.15279492629557,136.74699787381337,65.0,
173843,MM0000000067,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町貝田ヲ176,石川県,志賀町,貝田ヲ,176,,37.15238162542384,136.74984227912103,65.0,
173843,MM0000000068,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町貝田ヲ176,石川県,志賀町,貝田ヲ,176,,37.15248921373471,136.74920870030957,65.0,
173843,MM0000000069,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町貝田辰42,石川県,志賀町,貝田辰,42,,37.151580777228986,136.7480601791522,65.0,
173843,MM0000000070,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町栢木い66付近,石川県,志賀町,栢木い,66付近,,37.17292482422212,136.71855058343024,65.0,
173843,MM0000000071,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町栢木ニ23-2付近,石川県,志賀町,栢木ニ,23-2付近,,37.17602617697884,136.72197871708354,65.0,
173843,MM0000000072,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町栢木ヌ1-2,石川県,志賀町,栢木ヌ,1-2,,37.17485729998766,136.71925808186845,65.0,
173843,MM0000000073,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町栢木ヌ95-2付近,石川県,志賀町,栢木ヌ,95-2付近,,37.17200359512015,136.71848497704153,65.0,
173843,MM0000000074,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町栢木ヌ54-2付近,石川県,志賀町,栢木ヌ,54-2付近,,37.17373897635836,136.71851715396164,65.0,
173843,MM0000000075,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町栢木ホ28-2付近,石川県,志賀町,栢木ホ,28-2付近,,37.17565913030545,136.72138990680355,65.0,
173843,MM0000000076,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町甘田イ92,石川県,志賀町,甘田イ,92,,36.970244643724,136.77335726400122,65.0,
173843,MM0000000077,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町甘田ツ64-123,石川県,志賀町,甘田ツ,64-123,,36.96494787207017,136.77303699446534,65.0,
173843,MM0000000078,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町甘田ツ64-35,石川県,志賀町,甘田ツ,64-35,,36.96599697421775,136.77280899369146,65.0,
173843,MM0000000079,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町甘田ツ83-8付近,石川県,志賀町,甘田ツ,83-8付近,,36.966028045162496,136.77670314628287,65.0,
173843,MM0000000080,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町甘田ツ47-1付近,石川県,志賀町,甘田ツ,47-1付近,,36.96800070157505,136.77234819580082,65.0,
173843,MM0000000081,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町甘田ツ27-1付近,石川県,志賀町,甘田ツ,27-1付近,,36.970023767118725,136.77228568547704,65.0,
173843,MM0000000082,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町甘田ニ2付近,石川県,志賀町,甘田ニ,2付近,,36.967300519541226,136.77630936205006,65.0,
173843,MM0000000083,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町甘田ヌ10-2,石川県,志賀町,甘田ヌ,10-2,,36.96265897018292,136.78365783489463,65.0,
173843,MM0000000084,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町甘田ハ89付近,石川県,志賀町,甘田ハ,89付近,,36.96530856129392,136.77809403967413,65.0,
173843,MM0000000085,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町甘田リ74-1付近,石川県,志賀町,甘田リ,74-1付近,,36.96052559358935,136.7841363233302,65.0,
173843,MM0000000086,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町甘田ロ4-1付近,石川県,志賀町,甘田ロ,4-1付近,,36.96915427414479,136.77282027182133,65.0,
173843,MM0000000087,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町甘田ロ12-4付近,石川県,志賀町,甘田ロ,12-4付近,,36.96962551575024,136.77376413838618,65.0,
173843,MM0000000088,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町甘田ロ61-1付近,石川県,志賀町,甘田ロ,61-1付近,,36.9669773642961,136.77492782641104,65.0,
173843,MM0000000089,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町甘田ロ43-1付近,石川県,志賀町,甘田ロ,43-1付近,,36.96862993050844,136.77397836492997,65.0,
173843,MM0000000090,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町甘田ロ70付近,石川県,志賀町,甘田ロ,70付近,,36.96739871598543,136.77519986510012,65.0,
173843,MM0000000091,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町甘田ロ49-1付近,石川県,志賀町,甘田ロ,49-1付近,,36.96773547474624,136.77417253908206,65.0,
173843,MM0000000092,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町甘田ロ90付近,石川県,志賀町,甘田ロ,90付近,,36.96888927401587,136.7746165686644,65.0,
173843,MM0000000093,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町甘田開154付近,石川県,志賀町,甘田開,154付近,,36.96169733755698,136.7836764825292,65.0,
173843,MM0000000094,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町甘田子8付近,石川県,志賀町,甘田子,8付近,,36.96767713710313,136.77827158074288,65.0,
173843,MM0000000095,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町甘田浜焼山1-9付近,石川県,志賀町,甘田浜焼山,1-9付近,,36.96642051808495,136.77385912544167,65.0,
173843,MM0000000096,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町舘7-2付近,石川県,志賀町,舘,7-2付近,,36.98779624783144,136.80611078469394,65.0,
173843,MM0000000097,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町舘ム36付近,石川県,志賀町,舘ム,36付近,,36.990251593270955,136.80413935499743,65.0,
173843,MM0000000098,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町舘ム23-甲付近,石川県,志賀町,舘ム,23-甲付近,,36.989606130573456,136.80378838031857,65.0,
173843,MM0000000099,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町舘ル81-2付近,石川県,志賀町,舘ル,81-2付近,,36.993604971945565,136.79974209177533,65.0,
173843,MM0000000100,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町舘ワ5付近,石川県,志賀町,舘ワ,5付近,,36.9925405807824,136.80009962874936,65.0,
173843,MM0000000101,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町舘開イ4-5,石川県,志賀町,舘開イ,4-5,,37.0428127855313,136.81286446449946,65.0,
173843,MM0000000102,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町舘開エ21-1付近,石川県,志賀町,舘開エ,21-1付近,,37.052183691551015,136.82456451688446,65.0,
173843,MM0000000103,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町舘開オ99-3付近,石川県,志賀町,舘開オ,99-3付近,,37.0480645932975,136.81748236365223,65.0,
173843,MM0000000104,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町舘開ケ39-2,石川県,志賀町,舘開ケ,39-2,,37.048837054484856,136.820050524981,65.0,
173843,MM0000000105,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町舘開コ5-1付近,石川県,志賀町,舘開コ,5-1付近,,37.04995758213368,136.82119558152024,65.0,
173843,MM0000000106,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町舘開コ49-1付近,石川県,志賀町,舘開コ,49-1付近,,37.05069207651297,136.82243591013645,65.0,
173843,MM0000000107,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町舘開ス13-3,石川県,志賀町,舘開ス,13-3,,37.04427313469781,136.8134686812418,65.0,
173843,MM0000000108,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町舘開ス37付近,石川県,志賀町,舘開ス,37付近,,37.04523513195192,136.81322502725675,65.0,
173843,MM0000000109,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町舘開ソ68付近,石川県,志賀町,舘開ソ,68付近,,37.0434133116222,136.81892370951385,65.0,
173843,MM0000000110,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町舘開ソ27付近,石川県,志賀町,舘開ソ,27付近,,37.0441033028157,136.81929320061448,65.0,
173843,MM0000000111,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町舘開へ5-2付近,石川県,志賀町,舘開へ,5-2付近,,37.05306388131084,136.82510699864594,65.0,
173843,MM0000000112,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町舘開ム31付近,石川県,志賀町,舘開ム,31付近,,37.04342161749154,136.81671471822165,65.0,
173843,MM0000000113,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町舘開モ97-2付近,石川県,志賀町,舘開モ,97-2付近,,37.04658762199614,136.81195224872147,65.0,
173843,MM0000000114,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町舘開ヤ16付近,石川県,志賀町,舘開ヤ,16付近,,37.0479171305655,136.81904249110667,65.0,
173843,MM0000000115,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町舘開ヤ124付近,石川県,志賀町,舘開ヤ,124付近,,37.04817893423196,136.82022641762566,65.0,
173843,MM0000000116,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町舘開ヨ1017-1,石川県,志賀町,舘開ヨ,1017-1,,37.04861777873744,136.81914589013013,65.0,
173843,MM0000000117,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町舘開ヨ1002-1付近,石川県,志賀町,舘開ヨ,1002-1付近,,37.050277303278506,136.82000452632937,65.0,
173843,MM0000000118,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町舘開ヨ115付近,石川県,志賀町,舘開ヨ,115付近,,37.045601001007526,136.82118065833546,65.0,
173843,MM0000000119,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町舘開を1-2付近,石川県,志賀町,舘開を,1-2付近,,37.04509192790531,136.82009860728522,65.0,
173843,MM0000000120,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町舘開新315-1,石川県,志賀町,舘開新,315-1,,37.0437293495855,136.8174946673224,65.0,
173843,MM0000000121,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町舘開新331,石川県,志賀町,舘開新,331,,37.04588249836807,136.8144129854633,65.0,
173843,MM0000000122,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町舘開新344,石川県,志賀町,舘開新,344,,37.04834027348242,136.81334072483105,65.0,
173843,MM0000000123,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町舘開新246,石川県,志賀町,舘開新,246,,37.04782196071756,136.82824267438863,65.0,
173843,MM0000000124,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町舘開新279付近,石川県,志賀町,舘開新,279付近,,37.046513747395096,136.8229675925212,65.0,
173843,MM0000000125,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町舘開竹80,石川県,志賀町,舘開竹,80,,37.04362716621258,136.8154691369575,65.0,
173843,MM0000000126,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町舘開不160-2,石川県,志賀町,舘開不,160-2,,37.0431350694506,136.8231775340587,65.0,
173843,MM0000000127,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町舘開不160-2,石川県,志賀町,舘開不,160-2,,37.04381419132336,136.82351521894182,65.0,
173843,MM0000000128,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町舘開不160-2,石川県,志賀町,舘開不,160-2,,37.04636197990598,136.82562802020658,65.0,
173843,MM0000000129,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町舘開不160-2,石川県,志賀町,舘開不,160-2,,37.04672094053638,136.82716737744036,65.0,
173843,MM0000000130,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町岩田４5-1付近,石川県,志賀町,岩田４,5-1付近,,36.97001313360671,136.77568362996854,65.0,
173843,MM0000000131,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町岩田ホ13-1-乙付近,石川県,志賀町,岩田ホ,13-1-乙付近,,36.97264598261525,136.78454192397027,65.0,
173843,MM0000000132,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町岩田ヨ150-3付近,石川県,志賀町,岩田ヨ,150-3付近,,36.97097912034868,136.7841173782129,65.0,
173843,MM0000000133,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町岩田リ50-2付近,石川県,志賀町,岩田リ,50-2付近,,36.970820427530576,136.78552502472078,65.0,
173843,MM0000000134,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町岩田リ82付近,石川県,志賀町,岩田リ,82付近,,36.969465171888295,136.78373683617676,65.0,
173843,MM0000000135,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町岩田リ67-1付近,石川県,志賀町,岩田リ,67-1付近,,36.96961030870473,136.78481177676105,65.0,
173843,MM0000000136,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町岩田ヲ83付近,石川県,志賀町,岩田ヲ,83付近,,36.969832694546646,136.77859423338955,65.0,
173843,MM0000000137,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町岩田ヲ95-2付近,石川県,志賀町,岩田ヲ,95-2付近,,36.96997390087491,136.77705567915504,65.0,
173843,MM0000000138,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町岩田開92,石川県,志賀町,岩田開,92,,36.96766612161839,136.78200749265167,65.0,
173843,MM0000000139,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町岩田開102付近,石川県,志賀町,岩田開,102付近,,36.96967099071576,136.7821707157632,65.0,
173843,MM0000000140,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町給分１75,石川県,志賀町,給分１,75,,37.15842953658656,136.7277870792513,65.0,
173843,MM0000000141,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町給分イ40-3,石川県,志賀町,給分イ,40-3,,37.149632443342696,136.7196979030733,65.0,
173843,MM0000000142,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町給分ニ3-2,石川県,志賀町,給分ニ,3-2,,37.150448662563576,136.72365880050356,65.0,
173843,MM0000000143,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町給分ニ77,石川県,志賀町,給分ニ,77,,37.150951604692736,136.72485288963358,65.0,
173843,MM0000000144,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町給分ニ76,石川県,志賀町,給分ニ,76,,37.15131322243528,136.72312526007084,65.0,
173843,MM0000000145,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町給分ニ74,石川県,志賀町,給分ニ,74,,37.15219198934681,136.72365266992466,65.0,
173843,MM0000000146,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町給分ニ74付近,石川県,志賀町,給分ニ,74付近,,37.15283213103161,136.7249321650631,65.0,
173843,MM0000000147,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町給分ヌ9,石川県,志賀町,給分ヌ,9,,37.15988527740512,136.7263791667244,65.0,
173843,MM0000000148,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町給分ヌ76,石川県,志賀町,給分ヌ,76,,37.16000809255094,136.72738103044378,65.0,
173843,MM0000000149,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町給分ハ49,石川県,志賀町,給分ハ,49,,37.1512065019479,136.72254487421088,65.0,
173843,MM0000000150,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町給分ヘ175,石川県,志賀町,給分ヘ,175,,37.15506516689316,136.72734970730676,65.0,
173843,MM0000000151,石川県,志賀町,消火栓,173843,石川県羽咋郡志賀町給分ホ71,石川県,志賀町,給分ホ,71,,37.15334507536407,136.7260659849727,65.0,
